video_id,date,views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,category,device,country,ad_revenue_usd
vid_4607,2024-07-13 10:50:40.993199,9964,464.0,230.0,35097.423976225844,9.835019822128308,872419,Tech,TV,DE,229.31243620806464
vid_518,2025-06-02 10:50:40.993199,10001,1353.0,380.0,42505.34464384526,5.8671302967757155,480469,Gaming,Tablet,UK,282.28778607752525
vid_2989,2024-10-02 10:50:40.993199,10001,,414.0,16299.660017353575,24.193341108195096,124529,Entertainment,Mobile,IN,154.71831047129342
vid_4109,2024-11-27 10:50:40.993199,9929,1932.0,185.0,,19.63818632171797,986248,Gaming,Desktop,US,234.13986916574018
vid_928,2024-11-23 10:50:40.993199,10151,1850.0,421.0,26010.625230774396,24.5504106961597,837462,Lifestyle,Tablet,IN,214.55119737306399
vid_3529,2024-07-25 10:50:40.993199,9795,457.0,216.0,42773.116311566286,29.906183023158746,47620,Tech,Tablet,UK,264.2582707658467
vid_3064,2024-09-28 10:50:40.993199,10166,317.0,383.0,52754.112350304866,11.546566335188828,66516,Tech,Desktop,AU,313.7111470299675
vid_4788,2024-10-13 10:50:40.993199,10180,325.0,380.0,27168.012610780435,19.529190193536447,939271,Gaming,Desktop,CA,193.24344917976404
vid_4112,2024-11-10 10:50:40.993199,9987,856.0,179.0,40777.63088018746,3.535899803419248,377964,Music,Tablet,DE,262.0727004932661
vid_2221,2024-12-26 10:50:40.993199,9989,450.0,,,22.08538485085761,429793,Music,Desktop,AU,213.68376681962877
vid_2960,2025-01-27 10:50:40.993199,10013,1256.0,166.0,38177.28077254078,29.58863180545558,498732,Lifestyle,Mobile,IN,256.60023268793265
vid_2745,2025-01-12 10:50:40.993199,9982,1099.0,197.0,39735.17683585204,12.999688545995713,621563,Tech,Mobile,US,261.6178606902982
vid_3192,2024-07-08 10:50:40.993199,9949,1826.0,245.0,39274.765906177345,4.577987241792137,183444,Tech,Tablet,AU,272.59549199139707
vid_60,2025-05-06 10:50:40.993199,10039,501.0,73.0,28023.18668649769,4.5935013848985164,434927,Tech,TV,AU,194.28898930448477
vid_479,2024-11-25 10:50:40.993199,10091,448.0,486.0,25142.059188026822,5.016507335456824,946478,Education,Tablet,UK,187.16419817904938
vid_2319,2025-03-11 10:50:40.993199,10117,1361.0,288.0,23675.72538102248,28.99229552307695,6647,Tech,Desktop,CA,192.67554223559515
vid_1909,2024-12-03 10:50:40.993199,9853,1564.0,140.0,21268.611246405664,15.769153853461217,671298,Tech,TV,US,180.89687738059007
vid_1121,2025-02-21 10:50:40.993199,10236,221.0,230.0,39733.52385878395,16.943674447144602,449742,Entertainment,TV,IN,248.41019481359288
vid_3706,2024-12-23 10:50:40.993199,10028,1518.0,83.0,47357.40012920658,7.560315495515814,466031,Lifestyle,TV,DE,303.0349248900682
vid_4470,2024-08-26 10:50:40.993199,9978,1211.0,265.0,30444.04206966696,28.73333921995321,235362,Gaming,TV,AU,220.88735617507874
vid_745,2024-08-20 10:50:40.993199,9914,1865.0,284.0,51990.65732574371,20.93609672686368,103305,Tech,Tablet,UK,333.7032655047911
vid_1559,2024-10-08 10:50:40.993199,9999,481.0,301.0,57326.497710071686,13.568568922904458,197000,Gaming,Tablet,DE,335.80704819994054
vid_2460,2024-07-26 10:50:40.993199,9913,1191.0,290.0,48737.98118996643,24.489185925094944,215258,Entertainment,Tablet,US,306.88204608582555
vid_1558,2025-03-08 10:50:40.993199,9763,725.0,258.0,37352.86477099013,22.718569061638636,383582,Lifestyle,Mobile,DE,243.86564812098686
vid_1260,2024-07-26 10:50:40.993199,10211,2040.0,403.0,49667.742158255445,4.852402764432487,385073,Music,Desktop,IN,329.3523673710092
vid_1527,2024-09-06 10:50:40.993199,10105,755.0,122.0,31000.562120385046,22.63045378113207,708964,Lifestyle,Desktop,US,213.87758570223107
vid_4938,2024-07-18 10:50:40.993199,9973,1759.0,307.0,43158.75331446362,21.47996402161352,196452,Music,Desktop,DE,290.94580187662024
vid_493,2025-01-19 10:50:40.993199,9828,1796.0,356.0,18582.53292122411,2.4402232569436677,586230,Music,Tablet,AU,175.80293928032927
vid_4242,2025-05-04 10:50:40.993199,9987,1529.0,356.0,47979.15292698681,16.297876812051936,694559,Gaming,TV,IN,310.63378257555013
vid_1177,2024-11-12 10:50:40.993199,9958,1722.0,314.0,47425.76199702365,18.054511774199025,941806,Music,TV,US,310.4689900899143
vid_1307,2025-05-28 10:50:40.993199,10037,1604.0,228.0,39168.75989839235,23.3231905656002,687426,Music,TV,US,268.4464602742436
vid_3699,2025-02-23 10:50:40.993199,9947,1041.0,439.0,44249.76881634422,19.87656097667297,836855,Gaming,Mobile,US,285.88217472513634
vid_2580,2025-05-01 10:50:40.993199,10202,365.0,178.0,35671.170270410614,24.049798156695097,144408,Gaming,TV,US,230.66216692748083
vid_2184,2024-08-21 10:50:40.993199,10090,1755.0,125.0,36401.67717176805,26.546876947060333,591585,Gaming,Mobile,CA,256.50209377271864
vid_2189,2024-08-07 10:50:40.993199,10107,1723.0,219.0,45067.296521751014,9.485213881206306,395597,Music,Mobile,IN,298.51065790431437
vid_4712,2025-01-24 10:50:40.993199,10145,1977.0,445.0,23489.544701558,29.420373183760923,351869,Music,Tablet,AU,205.22950110576832
vid_2144,2025-04-05 10:50:40.993199,9921,715.0,379.0,30989.633394814497,7.076375487942519,669011,Music,TV,CA,216.59700496571463
vid_3839,2025-03-08 10:50:40.993199,9925,,424.0,51023.87962855502,21.493742881757598,774823,Music,Tablet,US,323.1183491695624
vid_4533,2024-08-05 10:50:40.993199,10085,507.0,,36365.2893195578,14.794187192812448,798376,Tech,Desktop,DE,237.20934158394047
vid_1780,2025-01-07 10:50:40.993199,10064,1840.0,,49965.79092086484,27.2254574419126,444918,Entertainment,Mobile,DE,322.89322462485217
vid_26,2024-09-13 10:50:40.993199,9910,1715.0,478.0,24816.611002312708,20.492249561382867,197245,Tech,Mobile,UK,206.32565649293483
vid_2523,2024-12-08 10:50:40.993199,9801,598.0,201.0,55275.635116049554,24.580162435598577,740623,Gaming,Tablet,AU,325.39871049662196
vid_203,2025-03-26 10:50:40.993199,9996,620.0,164.0,54338.805499367285,22.528177763086756,361178,Gaming,TV,UK,321.7402101995473
vid_2454,2024-06-18 10:50:40.993199,9914,520.0,315.0,26054.172208565335,12.646220920261358,856311,Entertainment,Desktop,IN,188.84060011498684
vid_4499,2025-01-19 10:50:40.993199,9973,970.0,391.0,45763.574556416,23.413466631597537,844790,Music,Tablet,UK,291.10924119413056
vid_2528,2024-11-11 10:50:40.993199,9849,1461.0,,20427.464813333063,18.143945370445106,602992,Education,Desktop,US,180.93226137457088
vid_2334,2024-06-21 10:50:40.993199,10060,629.0,196.0,,3.6909226446937216,85016,Music,TV,AU,346.5261458886365
vid_434,2025-02-06 10:50:40.993199,10170,743.0,351.0,36572.09350745757,20.610161806652968,614925,Music,TV,DE,244.21310020861233
vid_171,2025-03-08 10:50:40.993199,10062,303.0,291.0,40164.81705293747,5.237453095277656,228912,Education,Mobile,CA,251.9947249564432
vid_3059,2025-03-26 10:50:40.993199,9903,1975.0,277.0,55388.22874645193,27.199299177603166,265209,Gaming,Desktop,DE,351.43422015315355
vid_486,2024-07-06 10:50:40.993199,10037,1224.0,124.0,20564.11376421593,17.212775715708826,425436,Entertainment,TV,DE,172.41551376622274
vid_4676,2025-02-01 10:50:40.993199,9866,842.0,483.0,50169.43334982577,10.189938347691033,453782,Music,Desktop,UK,310.7045629367444
vid_1697,2024-06-12 10:50:40.993199,9965,1239.0,199.0,43841.959315363994,12.481894479911482,376174,Gaming,Mobile,AU,283.33146056069575
vid_3468,2025-02-02 10:50:40.993199,10186,1946.0,248.0,17463.413417381737,19.14309868010627,627639,Music,TV,IN,173.11399995050238
vid_2107,2025-02-01 10:50:40.993199,9960,1774.0,316.0,44113.228725841254,11.708423871723934,425761,Education,Mobile,AU,295.79047160413256
vid_1392,2024-06-13 10:50:40.993199,10033,,400.0,23282.102754143023,9.5788368019719,984698,Tech,Desktop,IN,194.91958230766923
vid_4985,2025-03-04 10:50:40.993199,10122,438.0,443.0,19703.5024915326,12.75688565367387,107316,Tech,Mobile,CA,160.7745211023822
vid_3678,2025-05-21 10:50:40.993199,9816,1173.0,253.0,18897.710367953594,26.134549377480113,549290,Music,Mobile,IN,164.74831211809308
vid_2979,2024-08-20 10:50:40.993199,9974,282.0,155.0,24049.2826915395,12.963872046927092,631891,Education,Desktop,AU,172.86053432366265
vid_4566,2024-12-06 10:50:40.993199,10051,743.0,127.0,15237.169181073838,22.270346877033944,614036,Entertainment,Mobile,IN,139.15883457472657
vid_2373,2025-05-28 10:50:40.993199,9983,1294.0,413.0,35345.032630534355,7.5661285878558076,762548,Lifestyle,Tablet,AU,247.98958138233456
vid_3384,2024-07-04 10:50:40.993199,9955,1128.0,80.0,35977.35869797331,22.21711184079677,12714,Education,TV,US,242.24832538981778
vid_2166,2025-01-03 10:50:40.993199,10091,447.0,466.0,51287.2313179486,6.910122871243052,383972,Tech,Tablet,IN,310.06561062677497
vid_3243,2024-08-10 10:50:40.993199,10073,353.0,,23191.307782070005,26.68213916333182,562014,Entertainment,TV,DE,176.22353817986553
vid_2690,2024-07-03 10:50:40.993199,10001,267.0,470.0,58340.042896670326,18.89668023127115,849753,Lifestyle,TV,AU,339.82243307759
vid_2952,2024-10-08 10:50:40.993199,10025,1372.0,286.0,58406.20642371871,20.67796228423333,347914,Education,TV,UK,356.0889642798742
vid_4855,2025-02-18 10:50:40.993199,9903,,133.0,49664.71186834433,23.549417143079186,918110,Entertainment,Mobile,DE,314.4818312915022
vid_2420,2024-08-12 10:50:40.993199,9972,886.0,418.0,20612.592459095038,15.790667532287937,930802,Gaming,Tablet,UK,171.54914925524346
vid_4350,2024-11-21 10:50:40.993199,9966,1135.0,295.0,24395.34989465428,26.318192045306283,185505,Gaming,Desktop,US,191.51743818160801
vid_1204,2024-09-26 10:50:40.993199,9852,1697.0,416.0,16570.543775858652,21.646086373361918,961816,Gaming,TV,AU,165.7720873616012
vid_148,2024-12-24 10:50:40.993199,10161,864.0,408.0,42105.80861194714,2.686397287473433,833608,Tech,Mobile,US,273.3144526780368
vid_4833,2024-06-15 10:50:40.993199,9987,1172.0,444.0,43495.60016983687,7.392095961764753,221793,Lifestyle,Tablet,IN,284.87251536583085
vid_3689,2024-07-06 10:50:40.993199,9999,1175.0,308.0,,27.386847985972164,312711,Music,Mobile,CA,341.24875693285594
vid_1889,2024-12-19 10:50:40.993199,10128,1055.0,61.0,52346.202819696,7.026761487030889,141410,Tech,Mobile,IN,318.73998661230246
vid_581,2024-07-17 10:50:40.993199,10273,264.0,327.0,,2.7007579295714885,597184,Lifestyle,Tablet,IN,242.29052643721545
vid_3064,2025-05-04 10:50:40.993199,9944,199.0,439.0,58705.44848391185,23.453554280513373,799592,Tech,Desktop,DE,339.54661047653843
vid_2782,2024-07-02 10:50:40.993199,9950,1673.0,459.0,,7.473298120842603,533452,Lifestyle,TV,US,226.28918852837057
vid_3280,2024-07-03 10:50:40.993199,9937,1065.0,448.0,42940.65061199484,28.251320538970727,178946,Gaming,Desktop,AU,280.2253689377602
vid_2285,2024-07-30 10:50:40.993199,9939,307.0,264.0,14959.064173463505,15.81367352008315,732948,Tech,Mobile,AU,132.12511623939497
vid_3475,2024-12-31 10:50:40.993199,9988,1798.0,373.0,36699.656111671575,9.311696346665311,643406,Lifestyle,Tablet,UK,262.3769855445639
vid_3342,2024-11-22 10:50:40.993199,10070,483.0,307.0,59256.833540553926,22.488330195850185,292529,Education,TV,UK,345.41512206896095
vid_448,2024-11-12 10:50:40.993199,10058,1695.0,276.0,18804.672848547565,19.632062629169063,78951,Education,Tablet,IN,174.93770552515986
vid_738,2024-07-07 10:50:40.993199,9903,1167.0,350.0,42632.673762476006,6.825830160937315,212587,Education,Tablet,CA,278.66499713853807
vid_1614,2025-04-13 10:50:40.993199,9991,1567.0,451.0,37406.32710480481,12.02325490350803,297312,Entertainment,Mobile,IN,263.0945774336114
vid_3368,2025-01-14 10:50:40.993199,10161,,253.0,41867.5168718184,9.70412740520591,879974,Music,Tablet,CA,263.33953133690034
vid_3225,2024-12-03 10:50:40.993199,10008,1145.0,422.0,24420.850210620705,6.868152692880024,868074,Education,TV,CA,194.2111641022133
vid_4534,2024-10-07 10:50:40.993199,9793,1237.0,334.0,35975.0182213756,24.560052442748578,132557,Music,TV,CA,247.6322163407175
vid_2891,2025-04-04 10:50:40.993199,9878,1570.0,148.0,36643.63043196192,20.60542733012426,261701,Lifestyle,Desktop,IN,253.7538366573686
vid_168,2024-07-23 10:50:40.993199,9857,1115.0,110.0,27451.711985189428,24.700299151892146,74076,Lifestyle,Desktop,US,201.8354262461732
vid_4342,2024-07-12 10:50:40.993199,10096,1767.0,,26688.30106493433,25.138287636530258,83803,Entertainment,Mobile,UK,211.4611667057942
vid_4503,2024-10-03 10:50:40.993199,9851,758.0,390.0,45436.51558397167,26.65347833470889,817107,Entertainment,Tablet,US,285.27073601175573
vid_2153,2025-02-23 10:50:40.993199,9888,779.0,164.0,48402.81579898534,10.436849504996335,915280,Education,Desktop,IN,295.92484153295493
vid_537,2024-07-17 10:50:40.993199,10044,1024.0,264.0,16732.119709803566,10.189280763209833,264686,Lifestyle,Tablet,AU,153.35467268783282
vid_717,2024-11-29 10:50:40.993199,9982,1981.0,,50028.51598220962,23.717371164732565,616220,Music,TV,AU,326.0272888716578
vid_608,2025-03-24 10:50:40.993199,10118,434.0,155.0,29007.90278482516,25.588208034843788,794733,Music,Tablet,US,199.60089981755522
vid_1967,2024-10-23 10:50:40.993199,10025,1092.0,312.0,48928.4560352169,18.112174766540225,64084,Music,Tablet,UK,307.0401844324488
vid_3476,2024-07-03 10:50:40.993199,10031,750.0,418.0,22597.260889232177,24.488147777442627,281627,Education,TV,CA,178.87587265753547
vid_2795,2024-10-08 10:50:40.993199,10050,1923.0,488.0,37533.01935010845,3.8511739470231983,605523,Education,Desktop,US,270.75391518368593
vid_1303,2024-09-23 10:50:40.993199,10087,667.0,356.0,22280.635490502264,16.072127960559335,668828,Entertainment,Mobile,UK,175.18274684555595
vid_1315,2024-11-25 10:50:40.993199,10022,467.0,209.0,,27.625083509750855,625757,Entertainment,TV,CA,327.2472744405976
vid_3789,2025-01-30 10:50:40.993199,10117,228.0,,58136.73796510343,6.9322334311796405,160887,Tech,Mobile,UK,335.05120077625577
vid_2992,2025-06-08 10:50:40.993199,10071,1608.0,71.0,32759.089966182237,13.218869125917221,566115,Tech,Mobile,AU,235.77533114914408
vid_2471,2025-04-03 10:50:40.993199,9991,608.0,190.0,40872.730381545014,8.87991169593468,455376,Lifestyle,Tablet,US,258.46848956446723
vid_453,2025-04-21 10:50:40.993199,10063,1994.0,181.0,,13.157622234474534,340028,Gaming,TV,DE,173.01521525588504
vid_3996,2025-01-23 10:50:40.993199,10028,1834.0,437.0,53840.6314215059,18.675913507460734,569303,Gaming,Tablet,CA,345.11587616969865
vid_4649,2025-05-22 10:50:40.993199,10015,1309.0,,38435.949935206074,17.690824057465356,944819,Gaming,Mobile,US,256.9020414467355
vid_402,2024-08-17 10:50:40.993199,10096,1821.0,202.0,57747.11625833109,18.586674627435446,953736,Entertainment,TV,IN,359.62498167081196
vid_3958,2024-10-28 10:50:40.993199,10076,1708.0,489.0,27357.152253759217,18.288845959541717,891847,Gaming,Desktop,US,219.2368035192567
vid_2242,2024-06-22 10:50:40.993199,9987,1374.0,149.0,45364.2450879594,6.779677794186213,619758,Music,Tablet,DE,292.0838847409817
vid_2329,2024-10-03 10:50:40.993199,9964,1052.0,145.0,25863.030589979277,22.276411425422406,654292,Education,Tablet,DE,194.42179731539207
vid_3635,2024-11-21 10:50:40.993199,10132,,261.0,,19.86647926125173,983644,Gaming,Mobile,IN,310.50630273425816
vid_3397,2024-10-22 10:50:40.993199,9902,1113.0,307.0,31908.80842815967,21.153892736937593,256067,Education,Desktop,US,226.43456783543334
vid_943,2024-07-22 10:50:40.993199,9969,1612.0,478.0,28489.05122232329,16.308757527595773,443807,Gaming,Mobile,DE,222.1766228425921
vid_372,2024-10-16 10:50:40.993199,10120,623.0,431.0,29321.417893272468,3.8685435026349255,176810,Gaming,Tablet,IN,209.08151758401092
vid_3864,2024-06-30 10:50:40.993199,9703,819.0,386.0,25840.336498938676,9.88519336390322,490303,Entertainment,Mobile,AU,193.0923914514469
vid_2701,2024-11-18 10:50:40.993199,10134,1036.0,506.0,50377.740669037106,22.683066141107155,853598,Entertainment,TV,AU,316.8126760042702
vid_4094,2024-12-27 10:50:40.993199,9988,1551.0,102.0,29328.90488692478,5.435542754777512,281077,Tech,TV,US,218.724267425733
vid_3126,2025-06-05 10:50:40.993199,10172,386.0,352.0,45084.6538951081,29.728475433993363,289623,Gaming,TV,AU,278.2375932479052
vid_1114,2024-09-27 10:50:40.993199,10130,1000.0,99.0,30756.402291162285,20.273464161266485,290266,Entertainment,TV,IN,216.67233751039527
vid_3283,2025-06-06 10:50:40.993199,10014,1521.0,447.0,35130.669979165024,20.91665620812794,200883,Lifestyle,Desktop,CA,251.6263821461751
vid_4565,2024-09-28 10:50:40.993199,10049,,420.0,29678.145633042564,8.299220888131467,440992,Gaming,Mobile,IN,213.4699213961401
vid_4971,2025-03-22 10:50:40.993199,10088,1062.0,185.0,31087.965416207142,21.046083632858792,439969,Gaming,TV,UK,220.56039532532296
vid_299,2025-01-12 10:50:40.993199,10005,617.0,264.0,17283.41375710245,15.951608948266125,757429,Entertainment,TV,UK,148.75531043273452
vid_2206,2024-06-14 10:50:40.993199,10126,1521.0,,34418.93047581199,7.746601412391348,859947,Lifestyle,Mobile,US,242.89041363723874
vid_719,2024-11-19 10:50:40.993199,9975,642.0,227.0,45406.10646156865,24.479807367266027,12347,Gaming,Desktop,IN,280.9781885653199
vid_65,2025-01-11 10:50:40.993199,10123,372.0,471.0,,18.918218954554323,119287,Music,Mobile,CA,229.8651453599904
vid_2660,2024-10-06 10:50:40.993199,10115,839.0,220.0,38659.85495387815,10.910667472927976,382107,Gaming,TV,CA,253.16779709069976
vid_137,2025-02-07 10:50:40.993199,10131,869.0,263.0,17203.974596306474,28.660687845830463,621822,Lifestyle,Desktop,IN,153.35132662160993
vid_3292,2024-10-27 10:50:40.993199,10037,504.0,197.0,52327.58336708615,6.994060246942174,670459,Entertainment,Tablet,IN,311.04530757201536
vid_3668,2024-08-11 10:50:40.993199,9959,1697.0,459.0,55011.00683487333,25.088858973554263,103488,Education,Tablet,US,348.2975901816069
vid_3866,2024-11-24 10:50:40.993199,9936,1905.0,477.0,52928.46584962079,24.078859158620386,187233,Gaming,Desktop,AU,342.2438789814771
vid_106,2024-09-29 10:50:40.993199,9937,621.0,,37792.875620315805,21.772641906087763,298615,Tech,Tablet,US,247.36232392503513
vid_1419,2024-08-29 10:50:40.993199,10086,1760.0,52.0,45819.88620453462,28.106256678045906,690979,Lifestyle,Mobile,IN,299.71499476409423
vid_3929,2024-12-10 10:50:40.993199,10020,205.0,485.0,32237.9079269174,11.611239997570271,426856,Lifestyle,Mobile,UK,216.05417836871158
vid_789,2025-04-23 10:50:40.993199,10028,358.0,414.0,36952.17767557247,4.227179251512178,536971,Tech,TV,AU,239.73081733235782
vid_3727,2024-11-23 10:50:40.993199,9957,489.0,138.0,21955.528543459273,4.733471889630174,104629,Gaming,Desktop,AU,166.16647594297206
vid_3559,2025-01-01 10:50:40.993199,10046,701.0,151.0,44867.618333290724,5.947550670706203,888173,Entertainment,Mobile,US,278.51721998776054
vid_155,2024-09-18 10:50:40.993199,9878,893.0,204.0,56591.41021136776,6.547906412338424,503783,Tech,TV,US,337.12501037543234
vid_1321,2025-05-28 10:50:40.993199,9914,1955.0,115.0,54642.47625050059,10.854212998638431,242650,Education,TV,DE,344.847559609341
vid_528,2024-11-04 10:50:40.993199,9977,425.0,141.0,58818.12621002687,14.059616617764354,124124,Entertainment,Mobile,UK,339.01228724148785
vid_4148,2025-03-04 10:50:40.993199,10141,265.0,178.0,29029.867524824815,20.40563582599582,310844,Lifestyle,Desktop,AU,197.31493897302573
vid_4871,2024-12-02 10:50:40.993199,10136,1138.0,403.0,51039.502499440394,16.404825344756286,563692,Music,TV,IN,319.9258091986168
vid_4146,2025-01-17 10:50:40.993199,9935,1129.0,114.0,42234.44145651685,7.3383558741626125,728832,Education,Desktop,UK,272.24491477244675
vid_4553,2025-01-04 10:50:40.993199,9912,1574.0,449.0,46022.753985374984,7.96654290216629,371849,Lifestyle,Tablet,AU,303.3913451016762
vid_3056,2025-05-17 10:50:40.993199,9959,1717.0,,58204.809786010956,15.679327609517065,274749,Education,TV,US,360.79397265567536
vid_3178,2024-10-19 10:50:40.993199,10036,1153.0,,51045.19282279016,23.564828259729502,58801,Entertainment,TV,IN,314.48163966823984
vid_2725,2025-05-06 10:50:40.993199,10023,1107.0,212.0,54941.12164296391,9.537085174095015,457714,Entertainment,Mobile,AU,333.9157652365355
vid_4736,2025-06-08 10:50:40.993199,9972,820.0,427.0,24431.379825049902,6.02147290202875,17852,Gaming,Desktop,US,188.5732794627623
vid_3738,2024-12-24 10:50:40.993199,9870,1695.0,218.0,30631.214602289114,7.236127062615768,625368,Entertainment,Mobile,UK,228.71793826273193
